Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
Data Scientist,$95K-$118K (Glassdoor est.),"When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.

Summary:

In this role, you will conduct sophisticated data analysis to help address critical business and member questions, the outputs of which enable members to drive improvements in clinical, operational, and economic outcomes.

Responsibilities:

Provide analysis to identify critical issues/questions around member performance.

Conduct exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities.

Generate hypotheses and analyze data to test and interpret results.

Design and develop data models to predict member outcomes or future impact of key member decisions.

Communicate findings from exploratory and predictive data analysis broadly to team and leaders.

Identify improvement opportunities in reporting and BI tools and collaborate with Products Technology to implement enhancements.

Serve as the resident data expert and share best practices/approaches for statistics, machine learning techniques, data modeling, simulation and advanced mathematics.

Collaborate with key leaders and clinicians to build analytical acumen across all analytic roles in the organization.

Qualifications:

Relevant degree preferred. Advanced degree a plus.

5 or more years of relevant work experience.

Proficient programming experience using SAS/Python/R.

Demonstrated ability to manage large disparate data sets and using quantitative and qualitative analysis.

Experience effectively communicating and presenting data to a variety of audiences required.

Experience working with health care administrative claims data (ICD-10, MS-DRG, CPT/HCPCS) or electronic medical record data tools (Epic Clarity/Caboodle, Cerner CCL-Discern/PowerInsight) strongly preferred.

#LI-DM

#IDS

Equal Opportunity Employer: Females/Minorities/Veterans/Individuals with Disabilities

The Company is committed to equal employment opportunity to all employees and applicants without regard to race, religion, color, gender identity, ethnicity, age, national origin, sexual orientation, disability status, veteran status or any other category protected by applicable law.",3.8,"Vizient, Inc.
3.8","Chicago, IL",-1,1001 to 5000 Employees,1977,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,95,118,106.5,"Vizient, Inc.
",Chicago,0,43,1,0,0,0,0
Artificial Intelligence/Machine Learning Data Scientist,$95K-$118K (Glassdoor est.),"Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.

The Aviation Safety & Analysis department is individuals with interest in applying their data science skills to deep and challenging problems in the aviation domain. We have a treasure trove of data including time series, text and sensor data and challenging problems to solve. We are seeking skills in machine learning, deep learning, text mining, big data and software/application development.

If Sklearn, pyTorch, Keras,TensorFlow, LSTM, LDA, anomaly detection, entity extraction, summarization mean something to you, we want to talk to you. You are not required to have skills in all of these but should have hands-on skill in at least one area and the ability to dive deep in the data, and learn the necessary skills to get the job done.

The candidate will work with the FAA and international customers, leveraging one of the largest repositories of aviation data to improve the capabilities, safety, and efficiency of the aviation system.

The candidate will be responsible for supporting a team of more senior AI/ML staff and Data Scientists in the following tasks:
Leveraging AI/ML techniques and solutions to identify complex patterns for predicting safety hazards
Increasing the efficiency and quality of the vulnerability discovery process by tightly integrating automated processes, AI/ML techniques and human SME/analyst expertise
Develop and prototype AI algorithms and software tools.
Enhance and maintain current analysis tools, including automation of current processes using AI/ML algorithms.
Conduct quantitative data analysis using a variety of datasets, including developing retrieval, processing, fusion, analysis, and visualization of various datasets
Develop techniques that make use of both digital flight data, text-based safety reporting, and a variety of other aviation data sets both in a silo and in a fused environment to identify potential safety vulnerabilities
Basic Qualifications:
Bachelor’s Degree in Computer Science, Mathematics, Statistics, Physics, Electrical Engineering, Computer Engineering or related fields
Hands-on Software Development Skills (Python-Preferred)
Experience or educational courses/projects in Machine Learning, and/or Text Mining Algorithms.
Ability to work closely with Domain experts to develop tools/algorithms needed to answer research questions in their studies
Excellent Communication Skills (with the abilty to explain developed tools and ML algorithms to a non-technical audience)
Ability to formulate operational problems in aviation domain as technical problems that allows for reuse of leading research in the area.
Proven ability to work independently to learn new technologies, techniques, processes, languages, platforms, systems
Strong analytic, inferencing, critical thinking, and creative problem-solving skills
Self-starter with ability to work both independently and with a team

Preferred Qualifications:
1 to 2 years of relevant experience
Experience with Deep Learning Frameworks such as Keras, Tensorflow, PyTorch,Mxnet etc. Ability to apply these frameworks to real problems in the ‘time -series’ domain
Experience with interpretability of deep learning models
Big Data Skills (Hadoop, Spark, recent deep learning platforms)
Visualizations/Web Development Skills (e.g. Tableau, MEAN stack - MongoDB, ExpressJS, AngularJS, NodeJS).
Practical experience with statistical analysis
Experience with text mining tools and techniques including in areas of summarization , search (e.g. ELK Stack) , entity extraction, training set generation (e.g. Snorkel) and anomaly detection
Expert software development skills lifecycle including developing and maintain good production quality code
MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.

MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.

Copyright © 1997-2020, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.",3.3,"MITRE
3.3","McLean, VA",-1,5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),-1,0,0,95,118,106.5,"MITRE
",McLean,0,62,1,0,1,0,1
Data Engineer,$95K-$118K (Glassdoor est.),"Summary of Responsibilities

Codes and develops software applications. Works as part of a development team on the design and implementation of analytical applications, including current Business Intelligence technologies, modern programming languages (Python, Scala, R) and current SQL database skills. Conducts requirement analysis, produces design documents on proposed solutions, and delivers consistent, test-covered, high quality code in a timely fashion. Recommends and completes product revisions or enhancements based on feedback. Develops and maintains documentation as required.

Performs work under minimal supervision. Handles moderate to complex issues and problems, and engages higher-level staff on only the most complex issues as necessary. Possesses comprehensive knowledge of subject matter. Provides coaching, and/or mentoring to a subordinate group.

Preferred Experience and Skills

Four to Eight year of related experience
Technical expertise and detail orientated
Complex problem-solving and critical thinking skills
Analytical thinking skills
Ability to build collaborative skills
Agile/SCRUM methodology experience
Azure DevOps experience
Property and Casualty insurance experience
4+ years of Hands-on experience with SQL databases, SSIS/Informatica ETL, Power BI, Cloud based integration tools.
Knowledge of Data warehousing concepts, and data modeling using Kimball methodology.

Preferred Education and Training

Bachelor’s degree in Computer Science or related field

INDSP",3.5,"West Bend Mutual Insurance Company
3.5","West Bend, WI",-1,1001 to 5000 Employees,1894,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,95,118,106.5,"West Bend Mutual Insurance Company
",West Bend,0,126,1,0,0,0,0
Data Scientist,$95K-$118K (Glassdoor est.),"At Varen, our performance is measured by the success of our clients, and our reputation for service, superior quality, objectivity, integrity and results. Our reputation is everything to us as we are committed to being a trusted advisor to our nations decision makers in a day in age that demands acute attention to detail in a fast-paced environment. Varen is seeking to add the sharpest technical professionals who share our passion for ensuring the mission success of our customers at all times.

We are looking for Data Scientists with various years of experience. In these positions you will work closely with the client to review and respond to data science requirements. These positions will involve analyzing both structured and unstructured data using data analytics, natural language processing, and artificial intelligence/machine learning techniques.

Experience with training and optimizing machine learning models and coordinating with data engineering components to deploy trained models to work on production data at scale is desired.

EDUCATION:


BS degree in technical field and 3+ years of experience

CLEARANCE REQUIREMENT:

TS/SCI w/poly clearance
Varen Technologies, Inc. is an Equal Opportunity Employer and applicants receive lawful consideration for employment without regard to race, religion, color, gender, age, national origin, disability, or veteran status.",4.2,"Varen Technologies
4.2","McLean, VA",-1,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,0,0,95,118,106.5,"Varen Technologies
",McLean,0,15,0,0,0,0,0
Scientist,$95K-$118K (Glassdoor est.),"Why Join Revenue Analytics?
Because you have exceptional talents and you want to be part of a fun and highly collaborative team that creates analytical products and solutions to eliminate the unknowns in business problems for world-renowned companies.

What's In It For You?
· Competitive base salary
· 100% paid healthcare including medical, dental, and vision coverage for our employees and their families
· 100% paid life insurance, long and short-term disability coverage for team members
· 401k plan with a generous match and is vested immediately
· Company issued cell phone or phone allowance
· 18 days PTO, 9 paid holidays, and unlimited sick time
· Gym membership reimbursement
· Flexible work arrangements
· Once again voted a Top Workplace in Atlanta in 2020!

Come help us execute the vision and roadmap for our product analytics and hey, while you’re at it…why not give our customers the confidence and trust that they’re making the best pricing decisions possible (all provided by your whip-smart data and analytics chops)?
A Day In the Life
You will develop and implement the predictive analytics models that form the backbone of our products, leveraging Revenue Analytics precedent and Atlas toolkits
Translate business needs and processes into modeling requirements
Do parameter tuning of forecast and/or optimization models to best fit a customer’s data
Deliver analysis and models results that meet key Quality Assurance standards (i.e., reasonability checks, error checks, etc.)
Communicate your analysis, models, and insights effectively in business language to customers and internal Team Members
Effectively explain to customers and prospects how the analytics in our products work and address customer questions about model recommendations
Complete analysis in a repeatable way that can be leveraged across multiple customers and situations
Keep up to speed with data science trends and news so that you can incorporate new methodologies and approaches as appropriate.
Who You Are
Master’s degree or foreign equivalent in Operations Research, Economics, Engineering, or another applied mathematics discipline and at least one year of experience applying research to Revenue or Yield Management issues
In lieu of a master's or the foreign equivalent degree and one year of stated experience, we will accept a Ph.D. or foreign equivalent degree in one of the above specified fields
Must also have experience solving business problems using statistics, machine learning or optimization; and using Python, R, or SQL analytical tools
Who We Are
A pioneer of Revenue Management, Revenue Analytics is an enterprise SaaS company that partners with hospitality, media, and passenger rail companies to solve their most complex pricing challenges. By leveraging powerful analytics and deep strategic experience, Revenue Analytics’ next-generation software delivers intuitive answers to help companies perfect their pricing, reclaim missed revenue, and take back their time. To learn more about how Revenue Analytics is recreating Revenue Management, visit revenueanalytics.com or follow us on Twitter and LinkedIn.

Revenue Analytics embraces diversity and is an equal opportunity. We are committed to building a Team that represents a variety of backgrounds, perspectives, and skills. The more inclusive we are, the better our work will be.",4.1,"Revenue Analytics
4.1","Atlanta, GA",-1,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,0,0,95,118,106.5,"Revenue Analytics
",Atlanta,0,15,1,0,0,0,0
Scientist,$95K-$118K (Glassdoor est.),"We are looking for a highly motivated scientist to join the Discovery Immuno-Oncology group at Jounce Therapeutics. The successful candidate for this position will play a leading role within a team of scientists engaged in the discovery and testing of novel cancer immunotherapeutic biologics. Responsibilities include designing, developing, and conducting experiments aimed at identifying optimal therapeutic candidates, understanding the mechanism of action of our therapeutic molecules (mostly monoclonal antibodies), as well as playing a key team role in supporting a program from discovery to development. Management of one or more research associates is expected. The candidate must be capable of working across functional groups and communicating results with scientists from diverse backgrounds. The ideal candidate should be a highly motivated self-starter capable of working independently and as part of a team.
Responsibilities:
Manage and lead one or more research associates.
Provide both immuno-oncology guidance and technical expertise to a cross-functional team.
Lead the development and execution of a novel discovery program
Active management of experimental activities and delivery of data in accordance with program and corporate timelines.
Thorough documentation of experiments and communication of results across functional teams.
Drafting documents in support of regulatory filings.

Doctoral degree (PhD., M.D., M.D./Ph.D.) or equivalent in Immunology or Cancer Immunology, postdoctoral experience of 1-4 year, with industry experience a plus.
S/he will have a strong background in Immunology, with an excellent understanding of the role of immune cells in influencing cellular adaptive and innate immune responses, and experience working with biologics.
Extensive experience with in vitro and ex vivo immunological assays (multi-parameter flow cytometry, immune cell sorting and isolation, etc.)
Publications in top tier journals, and/or patents
Excellent organizational, communication and presentation skills
Strong interpersonal skills and a desire to bring novel therapeutics to patients is key
Able to thrive in a highly collaborative, fast-paced, team-oriented environment with colleagues from diverse disciplines but with the capacity to work independently.
Ability to think creatively and critically to make a measurable impact on projects is an important aspect of this role.
Additional Qualifications
Experience with in vivo, immune system-related mouse models and/or syngeneic mouse tumor models is advantageous.

Jounce Therapeutics is an equal opportunity employer and does not discriminate in its employment decisions on the basis of race, color, national origin, age, physical or mental disability, marital status, religion, creed, sex, or political beliefs. We offer a competitive salary and benefits package. All applicants should be legally entitled to work for any employer in the U.S.
To apply, please visit https://careers-jouncetx.icims.com/.

Jounce Therapeutics, Inc. is a clinical-stage immunotherapy company dedicated to transforming the treatment of cancer by developing therapies that enable the immune system to attack tumors and provide long lasting benefits to patients through a biomarker-driven approach. Through the use of its Translational Science Platform, Jounce first focuses on specific cell types within the human tumor microenvironment to prioritize targets, and then identifies related biomarkers designed to match the right immunotherapy to the right patient. Jounce currently has four development-stage programs, two of which are clinical-stage: vopratelimab, a monoclonal antibody that binds to and activates ICOS, and JTX-4014, a PD-1 inhibitor intended for combination use with Jounce’s broader pipeline. Vopratelimab is currently being assessed in a Phase 2 clinical trial, EMERGE, and Jounce plans to initiate an additional Phase 2 biomarker trial using TISvopra for patient selection, SELECT, to assess vopratelimab in combination with JTX-4014. Jounce’s IND-enabling preclinical programs include JTX-8064, a LILRB2 receptor antagonist and JTX-1811, a monoclonal antibody designed to selectively deplete T regulatory cells in the tumor microenvironment. For more information, please visit www.jouncetx.com.",4.4,"Jounce Therapeutics
4.4","Cambridge, MA",-1,51 to 200 Employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD),-1,0,0,95,118,106.5,"Jounce Therapeutics
",Cambridge,0,7,0,0,0,0,1
Data Scientist,$95K-$118K (Glassdoor est.),"Zynga is a leading developer of the world’s most popular social games that are played by people around the world every single day. To-date, more than 1 billion people have played our games across Web and mobile, including Words With Friends, FarmVille, Zynga Poker, Merge Dragons, Empires & Puzzles, Hit it Rich! Slots and CSR.

Zynga’s Marketing Data Science and Analytics team uses our outstanding and expansive data to deliver fundamental insights on who our audience is, how they engage with our games, and what are the best ways to acquire them. We strive for a better understanding of our players which translates into challenges and features that delight them.

Here’s where you would come in: identify and formalize problems related to campaign optimization. Design and develop systems and services to optimize campaigns at scale. Be innovative, be creative, use every bit of that key commodity – data. Millions of people play Zynga games every day, so our data is tremendously rich, and we have a lot of it!

We will rely on you to communicate your findings to your peers – both technical and non-technical. Your solutions to difficult problems will need to be demonstrably impactful, visual and maintainable. You will collaborate with engineering teams to build proof-of-concept and MVPs of campaign bidders and optimizers. You will collaborate with User Acquisition Managers, Product Managers, and Engineers to deliver business impact.

Responsibilities:
Design and implement scalable systems and models to experiment with campaigns and creatives across channels and acquire users at scale
Work with large amounts of data to find and realize opportunities to acquire and re-target users profitably delivering unambiguous business metric impact
Craft effective campaign strategies to acquire users across a multitude of user acquisition channels
Drive and empower user acquisition team to make quantitatively informed, evidence based decisions - through custom visualizations, and ETLs to augment user data
Design, test, verify and implement machine learning models with Zynga’s games that impact millions of users. Models may include but not limited to LTV modelling, campaign bid recommendations, budget allocation, clustering/segmentation, forecasting, fraud detection, and / or reinforcement learning
Build prototypes and MVPs of services and applications that improve effectiveness of campaigns, creatives, ad networks and/or user segments.
Required Skills and Experience:
B.S. or B.A. in Math, Statistics, Comp Sci, Engineering, or other quantitative field required; Masters, MBA or PhD preferred
5+ years of relevant work experience in data science or analytics role in a Marketing Analytics or a User Acquisition Analytics Team
Familiar with mobile performance marketing and/or user acquisition landscape
Strong experience in SQL;
Proficient in Python; Proven fundamental programming skills (algorithms, data structures, OOP, OS, Networking, AWS Cloud); Ability to design distributed systems
Ability to build and maintain software services and systems at scale; experience in deploying services in at least one cloud provider (AWS, Google Cloud or Azure)
Proven experience with some of the following: machine learning, predictive modeling, deep learning
Experience in analyzing large datasets, preferably in a Hadoop or Spark environment, and deploying production ready systems at scale
Strong written and oral communication skills
Strong passion for gaming and performance marketing!
Zynga is an equal opportunity employer. We are proud of our broad community; we do not discriminate on the basis of race, sex, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, medical condition, disability, or any other class or characteristic protected by applicable law. We welcome job-seekers, players, employees, and partners from all backgrounds. Join us!

We will consider all qualified job-seekers with criminal histories in a manner consistent with applicable law.

Zynga is committed to providing reasonable accommodation to applicants with disabilities. If you need an accommodation during the interview process, please let us know.",4.1,"Zynga
4.1","Austin, TX",-1,1001 to 5000 Employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),-1,0,0,95,118,106.5,"Zynga
",Austin,0,13,1,0,1,1,0
Data Scientist,$95K-$118K (Glassdoor est.),"Every Analyst a Scientist - One of our primary goals is to empower intelligence analysts to be able to study their data like scientists. The tools we develop focus on streamlining intelligence analysis through integrated algorithms and software that provide insight into the geopolitical landscape for use in operational intelligence missions around the world.

The Role:

As a Data Scientist, you will live by our motto that “Data is Destiny.” You will work with a diverse collection of massive datasets, including social media, structured and unstructured text, geospatial, time series, and imagery data. You will design, test, and validate statistical tests and machine learning models in support of cutting-edge problems in the national security space. Your expertise as a data scientist will aid a diverse team of researchers to build state-of-the-art tools and technologies that are deployed to extract and enrich intelligence used by analysts.

If you would like to help intelligence and defense analysts keep pace with technology-driven innovation, then this role is for you!

Who you are:
A U.S. Citizen with the ability to obtain a Security Clearance
A degree in a scientific field such as Statistics, Mathematics, or Computer Science
Experience in statistical modeling including performance evaluation and uncertainty quantification
Proficiency with a scientific programming language, preferably Python, and familiarity with Numpy, Pandas, and/or Scikit-learn packages
Experience in grooming sparse, incomplete, and noisy datasets
Motivated collaborator who is an excellent communicator of ideas to both technical and non-technical audiences
Even better:
Active Clearance
MS or PhD in a scientific field such as Statistics, Mathematics, Computer Science, or Data Science or 2+ years of relevant work experience
Familiarity with handling and analyzing data at scale, for example using Hadoop, Dask, Spark, and MapReduce
Working knowledge of data store tools such as SQL and Elasticsearch, and experience interacting with databases
Experience with deep learning and neural network training, testing, and evaluation with fluency in Tensorflow or PyTorch
Specialized expertise in a data-rich field such as time-series analysis, graph analytics, geospatial analysis, image processing, or Bayesian programming",4.5,"Systems & Technology Research
4.5","Woburn, MA",-1,201 to 500 Employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,0,0,95,118,106.5,"Systems & Technology Research
",Woburn,0,10,1,0,1,0,1
Software Engineer (Data),$95K-$118K (Glassdoor est.),"Second Measure is building products that leverage de-identified transaction data to help companies better understand consumer spend behavior and propensities, and help investors understand companies' performance and consumer spend shifts. We apply advanced data science techniques on large, complex data sets to ensure the highest quality of data and insights.

As a Data Engineer at Second Measure, you will be a technical contributor in the team responsible for building, managing data pipelines and enriching transaction data. You will work under the architectural guidance of Leads and Sr. engineers to build pipelines that run reliably, process billions of transactions, and provide daily updates, so that our high value clients can formulate their marketing and investment strategies.

In this role, you'll:
Design-code-test-deploy
Build on top of existing data architecture, extending pipelines in order to deliver new insights to customers
Use Scala, Python, SQL to improve/extend business logic
Pair with Sr. Engineers to develop features and work with Data Scientists, ex: translate SQL to Spark applications
Work with AWS technologies (SQS, SNS, EMR, EKS) to deploy and manage pipelines
Work in an agile environment
About you:
At least 3+ years work experience building components in complex systems using Java, Python, or Scala + Spark, Hive and Presto
Experience working with data pipelines
Understanding of microservices, RESTful systems, event driven architecture
Familiarity with container and orchestration frameworks (Docker, Kubernetes)
Solid understanding of Computer Science Fundamentals
Hunger to identify and automate manual processes in the pipeline
Our Tech Stack/Development Tools:

S3, Hive Metastore, Spark, Presto, AWS SNS, SQS, EKS, ECR, Batch Terraform, Helm, Prometheus, Grafana, Go, Python, Scala, Redshift, Waggledance, Argo, Github, CircleCI, Docker

Have questions about why/how we use these? Let's talk!

Working at Second Measure:
Highly competitive compensation, systematized to promote fairness and break down traditional gender, race, and age pay gaps
Comprehensive medical, dental, and vision benefits for employees and their families
401(k) with company matching (up to 4% of annual salary)
Unlimited paid time off and flexible work arrangements
Generous paid parental leave
Pre-tax FSAs and commuter benefits
Life insurance, disability plans, and legal assistance
*Note on remote ability:

We are all working from home at least through 2020 to keep our team safe and healthy. We hope to (at some point) to work from our San Mateo, CA HQ or NYC office in some capacity in 2021 and it would be great if you are based in the Bay Area or NYC. That said, we are open to remote on a permanent basis, granted you would need to be based in one of the following states: AL, CA, CO, IL, NJ, NY, or WA.",4.9,"Second Measure
4.9",Remote,-1,51 to 200 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,95,118,106.5,"Second Measure
",Remote,0,5,1,0,1,1,0
Data Scientist,$95K-$118K (Glassdoor est.),"As a Data Scientist, you will have the unique opportunity to work on a program developing target models and advancing state-of-the-art modeling and prediction capabilities. This program will develop and train machine learning models to detect and discern features in scenes and develop an adversarial patch framework to defeat the trained classifiers.
Our delivery teams are driven to explore new ideas and technology, and care deeply about collaboration, feedback, and iteration. We follow SAFe agile practices, embrace the Ops ethos(DataOps/DevSecOps/MLOps) to “automate-first”, use modern tech stacks, and constantly challenge each other to grow and improve.
If cutting edge data science projects resonate with you and you care deeply about joining a mission-driven company with a strong growth direction and diverse culture, we'd love to learn more about you. Check out the details below, and let’s connect.

Technical members of our solutions teams require little guidance, but love to learn, collaborate, and problem solve. This position requires a mid to senior level of experience, a passion for mission support, and a strong desire to solve our customers’ hardest technical and data challenges.
The Data Scientist will be responsible for the following:
Develop, train and evaluate Machine Learning models
Develop strategies for data augmentation and synthetic data
Utilize models to detect and classify targets within scenes
Develop adversarial attacks to defeat trained classifiers

Requirements:
TS/SCI clearance required
5+ years of related experience
Experience with deep learning frameworks such as PyTorch, Tensorflow or MXNet
Prior experience with the Intelligence Community and methodological experience in some of the following areas
Relationships and discovery (correlating, enriching, and prioritizing target data)
Situational awareness (unifying data into a single context, allowing the current situation to be accurately and quickly understood)
Systems modeling (building a computational analog of real-world-system to understand how it operates, what it is capable of, and how it can be fooled)
We're looking for a motivated Data Scientist eager to advance not only your professional career, but also the missions of our Intelligence and Defense communities. At NT Concepts, you'll be able to:
Meaningfully impact the company's growth, and share in the rewards accordingly
Develop your own career path through our What’s Next program, which emphasizes personal growth through training and certification
Work on programs of importance that directly impact National Security and the world
Work in a fun, “challenging yet rewarding” fast-paced environment
#CJ
#JT",3.6,"NT Concepts
3.6","Chantilly, VA",-1,51 to 200 Employees,1998,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,0,0,95,118,106.5,"NT Concepts
",Chantilly,0,22,0,0,0,0,0
Data Scientist,$95K-$118K (Glassdoor est.),"HPOne, named CT Magazine's 2018 Great Places to Work, is looking for a Data Scientist to join our team.

The Data Scientist is responsible for collecting, cleaning, translating data to meet the company's needs. Every business collects data, whether it's sales figures, market research, logistics, or transportation costs. The Data Scientist will use that data and machine learning to help drive HPOne's business plans.

What you'll do:
Research and develop statistical learning models for data analysis
Develop insights and deliver recommendations based on data analyses
Work with business leaders to articulate business requirements for data analyses
Implement new statistical or other mathematical methodologies for specific models or analyses
Optimize joint development efforts through database use and project design
Create automated reports and dashboard products, in order to display results to internal teams
Develop end-customer segmentation schemes by analyzing customer behavior
Perform ad hoc analyses and deliver recommendations
Develop and implement predictive models like decision tree, regression using R or similar
Communicate results and ideas to key decision makers
Required Skills/Abilities:
Master's Degree in Computer Science, Statistics, Applied Math or related field
Five years' experience with SAS (or similar), ETL, data processing, database programming and data analytics
Experience in data mining and statistical analysis
Able to understand various data structures and common methods in data transformation
Excellent pattern recognition and predictive modeling skills
Experience with programming languages such as Java / Python (or ""R"")
Experience conducting regression analyses
Understanding of relational databases and data management as well as experience with data aggregation and normalization
Advanced excel expertise (pivot tables, VLOOKUP, report filters, etc.)
Ability to approach tasks strategically, while owning and mastering the details
Exceptional problem solving, as well as analytical and strategic thinking skills
Initiative to own projects from start to finish
Strong oral and written communication skills, with ability to work well with people across the company at all levels


Preferred Skills/Abilities:
Coursework in at least one of the following: mathematics, business, analytical marketing, information systems, programming/databases, statistics/statistical modeling, finance, economics, or physics
Experience conducting analyses and building predictive models using SAS (or similar)
Experience with business intelligence and data visualization tools preferred (like Domo or Tableau)
Physical Requirements:
Prolonged periods of sitting at a desk and working on a computer, typically in an office or cubicle environment (constant noise, fluorescent overhead lighting)
HPOne is an Equal Opportunity Employer:

Equal Employment Opportunity (EEO) is a fundamental principle at HPOne, where employment is based upon personal capabilities and qualifications. HPOne does not discriminate because of actual or perceived sex, sexual orientation or preference, gender identity, gender, transgender, race, color, religion, national origin, creed, citizenship status, ancestry, age, marital status, pregnancy, childbirth or related medical conditions, medical conditions including genetic characteristics, mental or physical disability, military and veteran status, or any other protected characteristic as established by law. HPOne requires the necessary drug testing and background checks as part of our pre-employment practices.",3.6,"HPOne
3.6","Trumbull, CT",-1,501 to 1000 Employees,2006,Company - Private,Insurance Carriers,Insurance,$50 to $100 million (USD),-1,0,0,95,118,106.5,"HPOne
",Trumbull,0,14,1,0,0,0,1
